temperature,pressure,vibration,speed,label
25.14,102.39,1.74,43.71,Normal
23.33,93.77,3.92,66.08,Normal
28.44,100.59,4.46,50.27,Normal
24.65,106.73,3.5,52.29,Normal
21.12,104.99,4.55,52.05,Normal
29.55,101.4,1.3,45.67,Normal
23.1,101.22,2.57,61.33,Normal
25.53,109.98,2.85,53.53,Normal
28.02,94.11,3.05,61.35,Normal
20.29,99.23,2.41,50.16,Normal
28.26,90.15,4.95,64.88,Normal
27.99,100.63,2.02,64.14,Normal
27.39,93.9,3.03,57.65,Normal
26.85,104.67,2.54,53.24,Normal
24.69,103.44,3.63,42.06,Normal
23.94,90.01,3.75,47.65,Normal
25.72,108.72,3.99,48.77,Normal
25.21,106.32,3.19,46.3,Normal
23.32,94.38,2.78,59.65,Normal
25.13,96.12,4.51,62.86,Normal
23.71,102.73,2.8,65.08,Normal
24.17,97.9,1.79,48.78,Normal
23.97,98.65,1.12,48.34,Normal
25.9,104.46,2.55,44.63,Normal
23.01,108.87,4.55,58.5,Normal
26.53,96.42,2.01,41.21,Normal
23.74,99.22,2.42,58.53,Normal
24.16,108.72,1.99,67.92,Normal
29.13,103.87,1.32,60.53,Normal
27.32,102.86,3.13,40.61,Normal
25.72,95.16,4.72,56.47,Normal
98.07,185.31,23.21,105.3,Novel/Unusual
28.75,106.03,2.98,59.28,Normal
24.4,107.34,3.57,63.76,Normal
28.51,91.19,4.88,68.32,Normal
20.99,91.11,1.24,41.91,Normal
23.02,105.9,4.8,69.14,Normal
20.84,98.88,1.06,43.85,Normal
23.16,104.56,1.73,46.9,Normal
25.01,91.92,4.23,59.45,Normal
27.45,108.06,3.27,42.71,Normal
26.03,94.42,1.38,42.51,Normal
22.41,100.45,2.15,46.84,Normal
24.05,98.17,2.85,67.99,Normal
20.09,105.4,4.22,60.84,Normal
24.96,94.48,2.32,47.85,Normal
25.67,106.84,2.84,42.84,Normal
21.31,98.64,3.16,61.74,Normal
25.88,96.68,3.37,66.25,Normal
27.13,101.14,2.51,62.38,Normal
27.81,95.69,2.89,48.13,Normal
29.85,107.33,2.14,57.67,Normal
22.42,90.49,3.46,58.65,Normal
26.98,94.77,2.71,64.02,Normal
29.85,100.54,1.16,47.46,Normal
23.98,91.86,1.96,53.45,Normal
28.01,91.16,2.75,40.07,Normal
29.53,107.2,3.23,63.7,Normal
22.42,97.04,4.26,55.04,Normal
26.93,92.82,4.57,44.76,Normal
25.53,106.66,4.69,58.92,Normal
29.78,92.17,4.65,56.58,Normal
27.19,104.75,4.02,64.59,Normal
27.12,105.76,4.36,59.68,Normal
27.18,93.75,4.55,68.62,Normal
86.15,155.58,20.19,126.09,Novel/Unusual
21.16,97.57,4.73,60.01,Normal
21.54,101.28,2.7,60.2,Normal
22.73,106.55,3.23,57.27,Normal
21.55,106.75,1.28,61.61,Normal
24.31,108.25,2.03,63.87,Normal
23.06,95.1,1.56,43.02,Normal
28.97,91.96,4.57,56.32,Normal
29.66,91.72,4.96,59.78,Normal
22.04,102.39,4.96,54.26,Normal
21.14,99.96,4.75,67.07,Normal
25.75,100.38,3.23,66.05,Normal
23.14,105.73,4.37,60.87,Normal
88.63,195.73,23.79,122.05,Novel/Unusual
25.2,94.33,1.7,42.77,Normal
25.96,93.53,4.71,63.43,Normal
23.62,104.92,3.96,41.85,Normal
29.15,97.43,3.79,43.26,Normal
26.86,109.57,4.72,45.66,Normal
26.77,106.24,2.28,51.76,Normal
26.66,103.37,4.98,42.38,Normal
21.86,98.25,3.72,49.29,Normal
24.76,90.7,2.4,55.43,Normal
24.92,91.05,1.23,43.28,Normal
20.67,95.2,2.66,45.6,Normal
25.08,103.56,2.16,41.33,Normal
20.85,106.96,4.61,67.27,Normal
20.37,98.03,3.76,65.15,Normal
22.37,93.91,4.35,42.95,Normal
29.36,97.46,3.22,60.32,Normal
23.76,109.27,1.82,44.93,Normal
22.86,100.08,2.51,66.07,Normal
75.35,169.55,22.96,135.75,Novel/Unusual
21.27,92.4,4.44,47.21,Normal
21.19,99.13,2.22,61.23,Normal
22.53,93.32,3.51,42.82,Normal
28.0,91.81,1.99,50.69,Normal
28.65,93.4,3.04,54.95,Normal
71.2,192.47,24.74,123.34,Novel/Unusual
25.84,100.95,4.25,62.74,Normal
26.53,109.98,1.98,50.31,Normal
20.41,99.89,1.86,69.0,Normal
24.7,103.65,4.19,44.59,Normal
25.94,106.24,4.25,46.09,Normal
28.58,103.63,2.5,64.49,Normal
23.95,101.38,1.83,48.98,Normal
22.92,104.73,3.42,55.48,Normal
88.89,171.88,28.22,147.35,Novel/Unusual
25.87,99.57,1.77,66.35,Normal
23.46,102.71,1.66,62.68,Normal
20.9,102.94,4.71,54.15,Normal
22.33,107.5,4.07,65.51,Normal
26.53,108.15,4.77,43.43,Normal
27.69,93.85,1.21,62.53,Normal
21.2,100.39,4.6,55.22,Normal
21.89,108.41,1.41,46.65,Normal
29.89,91.21,4.99,44.15,Normal
22.91,103.27,4.44,51.8,Normal
28.53,94.71,2.14,61.55,Normal
23.39,90.64,4.34,46.34,Normal
28.78,98.94,3.79,60.1,Normal
26.83,95.8,1.75,41.42,Normal
24.5,96.33,1.84,56.87,Normal
23.85,95.76,3.52,61.67,Normal
26.3,96.53,4.02,52.55,Normal
26.38,104.95,3.37,41.63,Normal
28.29,98.97,4.58,66.24,Normal
28.63,94.93,3.3,64.18,Normal
28.52,104.16,2.47,44.63,Normal
22.85,105.09,4.07,66.66,Normal
25.72,106.6,4.32,68.0,Normal
29.07,98.5,4.16,67.22,Normal
21.63,105.38,4.74,63.87,Normal
21.32,91.06,3.85,58.52,Normal
25.88,99.64,3.44,67.57,Normal
20.3,104.2,4.5,41.55,Normal
22.95,97.4,1.17,64.06,Normal
21.88,96.74,4.58,50.97,Normal
21.49,101.09,2.99,40.74,Normal
21.24,100.78,1.16,45.46,Normal
20.94,108.8,3.43,62.74,Normal
21.11,103.17,3.3,49.62,Normal
20.49,108.99,2.36,65.68,Normal
27.35,101.22,3.95,68.85,Normal
29.7,107.8,1.48,40.2,Normal
23.94,101.65,4.29,63.38,Normal
23.93,107.12,1.2,42.24,Normal
20.41,108.77,2.69,51.61,Normal
24.53,103.81,1.78,44.93,Normal
21.18,107.21,4.38,68.73,Normal
21.26,96.99,3.84,49.53,Normal
20.66,98.82,2.37,47.7,Normal
27.69,105.21,3.08,52.08,Normal
22.84,100.41,3.09,43.04,Normal
29.21,107.28,4.01,41.16,Normal
22.88,90.05,4.72,46.12,Normal
23.26,104.83,4.11,56.49,Normal
28.55,97.93,2.37,45.69,Normal
25.15,91.55,3.3,51.44,Normal
27.77,92.88,3.99,66.6,Normal
25.91,109.56,1.4,41.99,Normal
20.44,98.01,3.85,52.04,Normal
24.09,99.37,1.47,68.09,Normal
21.4,105.03,1.81,46.66,Normal
25.66,109.54,1.29,55.62,Normal
25.9,104.24,2.59,53.53,Normal
23.83,95.41,4.44,59.44,Normal
25.24,93.52,2.05,63.31,Normal
21.98,93.77,2.99,68.55,Normal
25.95,97.9,3.18,55.18,Normal
21.22,106.22,3.83,56.89,Normal
23.08,97.22,1.2,41.21,Normal
23.61,102.52,1.5,63.22,Normal
27.83,99.61,3.41,44.81,Normal
25.65,99.46,3.29,56.0,Normal
24.74,99.66,2.31,53.02,Normal
25.15,93.51,1.69,62.75,Normal
21.03,102.64,3.12,61.48,Normal
78.12,150.1,23.05,102.74,Novel/Unusual
28.57,108.73,1.5,66.78,Normal
24.19,107.13,3.83,58.45,Normal
86.92,183.8,27.98,134.74,Novel/Unusual
26.35,96.85,3.96,53.69,Normal
29.93,94.24,2.0,66.7,Normal
24.43,109.04,1.6,52.45,Normal
22.81,92.31,4.91,57.7,Normal
24.37,102.45,1.89,44.4,Normal
26.52,93.07,2.44,44.73,Normal
27.3,93.21,3.59,54.51,Normal
20.94,98.5,2.4,40.15,Normal
21.38,107.67,1.98,66.71,Normal
21.31,106.46,2.06,52.29,Normal
24.14,94.61,2.53,40.91,Normal
27.87,92.58,4.05,44.48,Normal
26.09,108.43,2.04,61.29,Normal
27.26,96.59,2.28,65.92,Normal
27.81,109.21,3.66,68.54,Normal
29.55,107.35,4.61,49.2,Normal
21.03,105.62,3.28,49.67,Normal
29.03,95.3,4.26,59.18,Normal
23.22,95.48,3.67,56.6,Normal
28.67,101.02,1.14,45.86,Normal
22.46,104.57,3.24,64.6,Normal
21.45,109.52,1.21,68.11,Normal
21.84,95.72,4.18,41.42,Normal
91.97,165.55,18.15,104.76,Novel/Unusual
28.97,91.43,1.91,52.59,Normal
27.83,104.86,1.4,69.77,Normal
20.21,91.32,3.01,48.19,Normal
29.72,107.58,1.52,42.93,Normal
29.16,98.46,2.06,66.68,Normal
22.33,100.12,3.15,64.38,Normal
25.16,100.55,1.97,42.21,Normal
29.18,106.75,4.03,56.59,Normal
21.55,95.09,2.83,50.32,Normal
24.28,91.8,4.49,52.2,Normal
25.95,105.49,4.23,58.32,Normal
25.69,94.4,2.79,48.33,Normal
27.17,103.49,4.54,50.09,Normal
26.7,95.45,3.94,46.96,Normal
28.51,97.49,2.17,49.66,Normal
24.39,94.97,1.09,52.94,Normal
21.21,93.77,2.08,43.84,Normal
82.41,185.64,22.65,129.06,Novel/Unusual
22.44,93.97,3.72,44.02,Normal
26.64,101.24,4.44,57.83,Normal
22.3,91.35,3.84,54.87,Normal
24.7,93.06,3.85,56.45,Normal
28.53,91.1,3.0,56.82,Normal
24.94,108.91,2.32,60.34,Normal
28.49,107.43,1.79,56.0,Normal
20.92,93.79,2.7,61.56,Normal
27.74,101.25,4.01,50.64,Normal
26.96,103.35,3.7,46.67,Normal
29.36,101.36,3.15,48.65,Normal
22.02,102.83,2.41,66.29,Normal
26.49,107.89,1.89,48.99,Normal
27.95,97.57,1.79,51.64,Normal
26.19,96.97,2.89,66.55,Normal
27.97,97.86,2.74,67.48,Normal
28.23,92.51,3.2,43.13,Normal
23.27,106.12,1.35,60.72,Normal
24.78,92.62,1.14,60.76,Normal
29.51,101.89,4.06,48.55,Normal
25.91,102.93,1.61,53.63,Normal
28.3,92.76,3.01,68.44,Normal
20.12,105.3,1.37,41.17,Normal
89.58,175.79,17.86,104.03,Novel/Unusual
20.05,93.84,4.88,61.51,Normal
26.22,92.65,1.05,51.4,Normal
20.36,94.12,1.19,51.0,Normal
84.28,185.87,22.97,104.37,Novel/Unusual
25.2,96.96,4.22,54.86,Normal
25.54,105.93,2.2,45.13,Normal
25.31,109.51,4.23,68.94,Normal
27.63,92.21,4.31,58.6,Normal
28.88,91.44,2.42,63.98,Normal
28.44,102.54,1.36,55.34,Normal
24.2,98.07,2.34,46.85,Normal
22.62,103.45,2.87,59.07,Normal
24.54,104.99,1.61,57.97,Normal
22.99,106.05,4.8,65.56,Normal
23.05,97.83,1.6,65.41,Normal
22.02,107.24,4.34,40.49,Normal
20.72,105.42,3.73,49.54,Normal
21.4,104.52,4.4,67.69,Normal
22.78,97.23,2.46,58.13,Normal
20.84,92.62,4.49,59.77,Normal
27.33,91.48,4.48,49.94,Normal
24.31,105.9,4.19,66.49,Normal
24.54,106.57,4.08,68.78,Normal
23.55,90.6,2.2,53.73,Normal
23.68,108.97,2.93,61.45,Normal
26.36,104.16,1.6,42.15,Normal
21.08,93.08,4.78,48.79,Normal
23.18,99.4,2.65,56.25,Normal
74.72,160.99,25.03,129.67,Novel/Unusual
22.41,105.75,4.41,67.73,Normal
29.87,107.11,1.37,43.98,Normal
21.44,101.57,2.87,42.49,Normal
28.97,90.8,1.72,54.31,Normal
26.48,90.98,4.02,64.65,Normal
25.94,96.41,2.02,61.0,Normal
26.2,106.59,2.87,68.93,Normal
22.66,100.52,1.63,67.48,Normal
28.87,105.52,3.71,61.22,Normal
21.71,94.88,1.09,58.41,Normal
20.85,97.57,3.07,69.14,Normal
20.23,99.84,4.2,55.45,Normal
29.62,94.93,3.08,66.26,Normal
23.64,90.11,4.02,62.8,Normal
24.62,98.16,3.77,42.58,Normal
27.84,107.35,4.96,57.99,Normal
27.35,97.17,2.36,68.11,Normal
27.15,92.94,1.06,51.22,Normal
26.49,100.91,2.05,62.12,Normal
26.5,102.2,1.43,59.52,Normal
22.88,105.83,1.93,62.54,Normal
27.58,95.06,2.98,58.64,Normal
22.41,95.32,2.64,65.91,Normal
24.09,104.99,4.88,40.22,Normal
24.49,108.21,2.96,44.71,Normal
20.55,90.02,2.67,44.87,Normal
27.42,94.45,3.61,66.03,Normal
22.02,90.81,3.76,59.16,Normal
22.66,95.5,4.81,44.44,Normal
